,header,author,last_post,replies,views,topic,lp_date_time,lp_author
451,Eleanor & more - How to shoot a movie star,B4rad,04-18-2010 06:26 AM by B4rad,15.0,1452.0,photography and art,2010-04-18 06:26:00, B4rad
452,Advice needed. 5D MKII or 7D?,ohhaiguys,04-16-2010 09:58 AM by ohhaiguys,7.0,555.0,photography and art,2010-04-16 09:58:00, ohhaiguys
453,"The Best That I Can Do - C&C Irvine April 10, 2010 [MANY PICS]",fredej,04-13-2010 05:33 PM by fredej,36.0,1538.0,photography and art,2010-04-13 17:33:00, fredej
454,2010 St. Pete Festivals of Speed Photos,ptphotography,04-12-2010 03:52 PM by ptphotography,5.0,955.0,photography and art,2010-04-12 15:52:00, ptphotography
455,Decoding Lucas Scarfone of Scarfone Photography,Prive,04-09-2010 03:13 PM by Prive,0.0,738.0,photography and art,2010-04-09 15:13:00, Prive
456,"**Awesome Car Meet In Irvine - Pics From C&C April 3, 2010**",ROD,04-07-2010 08:48 PM by ROD,35.0,1663.0,photography and art,2010-04-07 20:48:00, ROD
457,Gentleman Drivers Club 'Supercar Sunday' event,[email protected],04-07-2010 05:54 PM by [email protected],21.0,2059.0,photography and art,2010-04-07 17:54:00, [email protected]
458,How reliable is a refurbished SLR?,crazy1323,04-07-2010 04:05 PM by crazy1323,7.0,634.0,photography and art,2010-04-07 16:05:00, crazy1323
459,Images from Texas Mile March 2010,[email protected],04-07-2010 10:42 AM by [email protected],2.0,2680.0,photography and art,2010-04-07 10:42:00, [email protected]
460,"Some new stuff (girls, watches, cars, buildings, ect)",ZAMIRZ,03-30-2010 04:31 AM by ZAMIRZ,3.0,3640.0,photography and art,2010-03-30 04:31:00, ZAMIRZ
461,New Site Feedback.,GuessWho,03-21-2010 10:31 PM by GuessWho,5.0,473.0,photography and art,2010-03-21 22:31:00, GuessWho
462,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
463,Allure of the Automobile - High Museum Atlanta,alin2.5,03-19-2010 09:36 PM by alin2.5,22.0,2453.0,photography and art,2010-03-19 21:36:00, alin2.5
464,Prime lens advice for Canon 1000D,CrazyRuskie,03-17-2010 02:04 PM by CrazyRuskie,4.0,1128.0,photography and art,2010-03-17 14:04:00, CrazyRuskie
465,HD video camera recs,Zorro,03-08-2010 12:30 AM by Zorro,10.0,853.0,photography and art,2010-03-08 00:30:00, Zorro
466,Got my Nikon today!,GLN,03-07-2010 02:32 PM by GLN,24.0,1941.0,photography and art,2010-03-07 14:32:00, GLN
467,MyaCreative/Jeremy Cliff Photography,vtgts300kw,03-04-2010 06:29 PM by vtgts300kw,2.0,4353.0,photography and art,2010-03-04 18:29:00, vtgts300kw
468,Shooting with Flashes,Alzilla,03-02-2010 12:29 PM by Alzilla,2.0,479.0,photography and art,2010-03-02 12:29:00, Alzilla
469,Hand drawn automobile paintings,burnzie,02-25-2010 04:48 PM by burnzie,9.0,1899.0,photography and art,2010-02-25 16:48:00, burnzie
470,Amg Boat and SLS,tractorcrusher,02-16-2010 03:44 PM by tractorcrusher,3.0,792.0,photography and art,2010-02-16 15:44:00, tractorcrusher
471,My Photos,Barrister,02-16-2010 03:34 PM by Barrister,3.0,438.0,photography and art,2010-02-16 15:34:00, Barrister
472,Yet another photography thread,tractorcrusher,02-15-2010 04:19 PM by tractorcrusher,4.0,625.0,photography and art,2010-02-15 16:19:00, tractorcrusher
473,PHOTOS - Kansas City World of Wheels,Ricky s. Photography,02-15-2010 01:49 AM by Ricky s. Photography,5.0,2584.0,photography and art,2010-02-15 01:49:00, Ricky s. Photography
474,Got my new Canon S90,Green,02-14-2010 02:36 PM by Green,26.0,1522.0,photography and art,2010-02-14 14:36:00, Green
475,Polarizing Filter for Snow Shots,crazy1323,02-13-2010 07:00 PM by crazy1323,2.0,1205.0,photography and art,2010-02-13 19:00:00, crazy1323
476,"New Rebel T2i, 30fps 1080p video",Zorro,02-11-2010 11:33 AM by Zorro,3.0,525.0,photography and art,2010-02-11 11:33:00, Zorro
477,Micro 4/3 cameras ... any thoughts?,ZAMIRZ,02-02-2010 09:37 PM by ZAMIRZ,1.0,408.0,photography and art,2010-02-02 21:37:00, ZAMIRZ
478,"OK, I give up, I need a DSLR",Zorro,01-31-2010 01:09 PM by Zorro,33.0,1808.0,photography and art,2010-01-31 13:09:00, Zorro
479,My Artwork,wingfeathers,01-28-2010 05:21 PM by wingfeathers,13.0,1103.0,photography and art,2010-01-28 17:21:00, wingfeathers
480,"Drifting Photos [DMCC Round 4, 2009]",Zorro,01-25-2010 11:12 PM by Zorro,4.0,659.0,photography and art,2010-01-25 23:12:00, Zorro
481,Best Compact Camera.,Pure Evo,01-24-2010 08:55 AM by Pure Evo,26.0,1284.0,photography and art,2010-01-24 08:55:00, Pure Evo
482,Blakes Pictures > wallpaper,B4rad,01-21-2010 10:12 PM by B4rad,5.0,571.0,photography and art,2010-01-21 22:12:00, B4rad
483,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
484,Went to private industry car show yesterday. Saw some historical vehicles,Blu,01-10-2010 12:15 PM by Blu,0.0,439.0,photography and art,2010-01-10 12:15:00, Blu
485,First attempts with Black & White,krenshaw,01-08-2010 07:03 PM by krenshaw,0.0,522.0,photography and art,2010-01-08 19:03:00, krenshaw
486,ExO's work.,Igor,01-03-2010 05:44 PM by Igor,14.0,1265.0,photography and art,2010-01-03 17:44:00, Igor
487,"""New Years Day""",96740,01-03-2010 01:20 PM by 96740,0.0,552.0,photography and art,2010-01-03 13:20:00, 96740
488,D80 acting funny,ExO,12-28-2009 03:50 PM by ExO,3.0,448.0,photography and art,2009-12-28 15:50:00, ExO
489,JC wants a DLR camera. Ideas???,VegasFloyd,12-27-2009 11:18 PM by VegasFloyd,29.0,1801.0,photography and art,2009-12-27 23:18:00, VegasFloyd
490,National Geographic's International Photography Contest 2009,[email protected],12-24-2009 03:25 PM by [email protected],2.0,859.0,photography and art,2009-12-24 15:25:00, [email protected]
491,What Am I Missing in My Kit,crazy1323,12-24-2009 01:19 AM by crazy1323,2.0,514.0,photography and art,2009-12-24 01:19:00, crazy1323
492,Which Nikon?,gfroman,12-20-2009 12:11 PM by gfroman,14.0,1159.0,photography and art,2009-12-20 12:11:00, gfroman
493,Canon T1i?,Chris G,12-12-2009 01:04 PM by Chris G,3.0,562.0,photography and art,2009-12-12 13:04:00, Chris G
494,Canon vs. Nikon,Alzilla,12-10-2009 09:21 PM by Alzilla,3.0,683.0,photography and art,2009-12-10 21:21:00, Alzilla
495,Christmas Pics,Gobbles,12-09-2009 12:31 AM by Gobbles,6.0,738.0,photography and art,2009-12-09 00:31:00, Gobbles
496,Learning opportunity... for me. :-),alexandbella,12-07-2009 07:07 PM by alexandbella,11.0,884.0,photography and art,2009-12-07 19:07:00, alexandbella
497,"TS photogs, Teamspeed model of the month wants you!",Schwabe,12-04-2009 05:09 PM by Schwabe,9.0,646.0,photography and art,2009-12-04 17:09:00, Schwabe
498,Eye Candy,Blu,12-04-2009 04:22 PM by Blu,9.0,953.0,photography and art,2009-12-04 16:22:00, Blu
499,"Any photographers with fashion experience, hit me up.",LinkPhotography,12-04-2009 01:09 PM by LinkPhotography,2.0,445.0,photography and art,2009-12-04 13:09:00, LinkPhotography
500,Need to make decision asap. Sell my lens?,bond007,12-04-2009 12:54 AM by bond007,0.0,378.0,photography and art,2009-12-04 00:54:00, bond007
501,Girls in the desert (maybe NWS),B4rad,12-03-2009 03:55 AM by B4rad,13.0,1451.0,photography and art,2009-12-03 03:55:00, B4rad
502,Nat Geo photographer gets up close and personal with a huge leopard seal,STOPPIE,11-28-2009 12:30 PM by STOPPIE,17.0,963.0,photography and art,2009-11-28 12:30:00, STOPPIE
503,NASCAR Ford 400: Full Photo Coverage,Chris G,11-26-2009 02:57 PM by Chris G,10.0,1035.0,photography and art,2009-11-26 14:57:00, Chris G
504,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
505,30% off Canvas Art Sale!,ATL,11-26-2009 10:02 AM by ATL,2.0,416.0,photography and art,2009-11-26 10:02:00, ATL
506,College Football: Louisville vs USF,Chris G,11-23-2009 09:38 PM by Chris G,1.0,368.0,photography and art,2009-11-23 21:38:00, Chris G
507,Watermarking,JRiggs,11-22-2009 08:15 PM by JRiggs,8.0,582.0,photography and art,2009-11-22 20:15:00, JRiggs
508,"My latest art piece... ""Enzo's Flying Circus""",Blu,11-21-2009 05:20 PM by Blu,0.0,478.0,photography and art,2009-11-21 17:20:00, Blu
509,Mustang GT500 Black,SoCal,11-21-2009 06:33 AM by SoCal,18.0,1874.0,photography and art,2009-11-21 06:33:00, SoCal
510,Nikon D3,Blue4reF1,11-17-2009 07:57 PM by Blue4reF1,10.0,996.0,photography and art,2009-11-17 19:57:00, Blue4reF1
511,Looking for photographer in DC/MD area.,Zombi [BG],11-14-2009 03:49 PM by Zombi [BG],1.0,431.0,photography and art,2009-11-14 15:49:00, Zombi [BG]
512,Someone good at logos--need some help,Gobbles,11-12-2009 01:28 PM by Gobbles,3.0,469.0,photography and art,2009-11-12 13:28:00, Gobbles
513,Best Photo Hosting Site,tractorcrusher,11-11-2009 06:38 PM by tractorcrusher,22.0,1238.0,photography and art,2009-11-11 18:38:00, tractorcrusher
514,The Kopp-Etchels Effect,chokeu2,11-05-2009 12:52 PM by chokeu2,6.0,891.0,photography and art,2009-11-05 12:52:00, chokeu2
515,Dean Loucks/Al Unser:  Art at the Starting Line,dmartiniup,11-03-2009 01:06 PM by dmartiniup,0.0,636.0,photography and art,2009-11-03 13:06:00, dmartiniup
516,Micro Supercars,Jo_Switzer,10-30-2009 05:20 PM by Jo_Switzer,13.0,2177.0,photography and art,2009-10-30 17:20:00, Jo_Switzer
517,Nikon tattoo....,ljg,10-22-2009 10:39 PM by ljg,3.0,2418.0,photography and art,2009-10-22 22:39:00, ljg
518,Gemballa Photoshoot with a model,gt650-25,10-22-2009 08:09 PM by gt650-25,24.0,1850.0,photography and art,2009-10-22 20:09:00, gt650-25
519,Homestead Firestone Indy 300,ActiveII,10-15-2009 10:39 AM by ActiveII,7.0,443.0,photography and art,2009-10-15 10:39:00, ActiveII
520,15% off Canvas Art for Teamspeed Memebers,DJ,10-12-2009 11:11 PM by DJ,6.0,500.0,photography and art,2009-10-12 23:11:00, DJ
521,A sneak peak from a recent photoshoot,"""The JC""","10-12-2009 08:44 PM by ""The JC""",22.0,1247.0,photography and art,2009-10-12 20:44:00," ""The JC"""
522,California Love,Zombi [BG],10-12-2009 05:27 PM by Zombi [BG],9.0,560.0,photography and art,2009-10-12 17:27:00, Zombi [BG]
523,[PICS]: New Ipod Nano 5th Gen with camera and some fun LENSBABY pics,strebo,10-10-2009 05:12 AM by strebo,7.0,735.0,photography and art,2009-10-10 05:12:00, strebo
524,Camera Bags and cases for DSLR (Canon Rebel T1i),GrayTT,10-10-2009 04:14 AM by GrayTT,10.0,3486.0,photography and art,2009-10-10 04:14:00, GrayTT
525,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
526,Kenko Tubes,GrayTT,10-09-2009 01:24 PM by GrayTT,10.0,1034.0,photography and art,2009-10-09 13:24:00, GrayTT
527,iStockPhoto users?,ctzn,10-08-2009 11:18 PM by ctzn,3.0,300.0,photography and art,2009-10-08 23:18:00, ctzn
528,What kind of Mount to use?,Alzilla,10-07-2009 07:00 PM by Alzilla,7.0,510.0,photography and art,2009-10-07 19:00:00, Alzilla
529,uses of Photography,Andrew,10-06-2009 10:38 AM by Andrew,1.0,410.0,photography and art,2009-10-06 10:38:00, Andrew
530,Fine art photography refers to,jox,10-06-2009 10:12 AM by jox,1.0,327.0,photography and art,2009-10-06 10:12:00, jox
531,Fine art photography is created primarily,mahesh,10-06-2009 10:10 AM by mahesh,0.0,314.0,photography and art,2009-10-06 10:10:00, mahesh
532,Who is ready for some football?!?! (USF vs CSU Photos),strebo,10-02-2009 11:23 AM by strebo,2.0,787.0,photography and art,2009-10-02 11:23:00, strebo
533,Need Memory Card Advice,crazy1323,09-30-2009 08:51 PM by crazy1323,5.0,441.0,photography and art,2009-09-30 20:51:00, crazy1323
534,Need a good camera bag,GrayTT,09-30-2009 10:29 AM by GrayTT,2.0,354.0,photography and art,2009-09-30 10:29:00, GrayTT
535,"BMW CCA West Summer Concours @ Carmel Valley, CA 2009",Hernando,09-29-2009 01:09 PM by Hernando,9.0,1299.0,photography and art,2009-09-29 13:09:00, Hernando
536,Shooting black and white on a DSLR?,GrayTT,09-28-2009 09:30 AM by GrayTT,5.0,458.0,photography and art,2009-09-28 09:30:00, GrayTT
537,Adobe CS4,tractorcrusher,09-21-2009 10:41 AM by tractorcrusher,16.0,867.0,photography and art,2009-09-21 10:41:00, tractorcrusher
538,My automotive art,Blu,09-13-2009 03:54 AM by Blu,2.0,392.0,photography and art,2009-09-13 03:54:00, Blu
539,DSLR recs for fiance,Fuel&Fire,09-10-2009 08:17 PM by Fuel&Fire,13.0,790.0,photography and art,2009-09-10 20:17:00, Fuel&Fire
540,one of my fav shots- a Murcie -,dicoomafia,09-09-2009 12:12 AM by dicoomafia,0.0,403.0,photography and art,2009-09-09 00:12:00, dicoomafia
541,Saturday evening pictures of my Bullitt.,Winchm60,09-07-2009 05:39 PM by Winchm60,2.0,410.0,photography and art,2009-09-07 17:39:00, Winchm60
542,"Summer Vacation, Lisbon, Africa & More. Amazing Experience and pics to share",WEVOS,09-05-2009 03:08 PM by WEVOS,16.0,1087.0,photography and art,2009-09-05 15:08:00, WEVOS
543,Some first manual mode shots in the D90,GrayTT,09-03-2009 02:17 PM by GrayTT,4.0,314.0,photography and art,2009-09-03 14:17:00, GrayTT
544,Wanted to welcome Phil D back to the site with his new company Autowallart.com,tractorcrusher,09-03-2009 11:06 AM by tractorcrusher,5.0,454.0,photography and art,2009-09-03 11:06:00, tractorcrusher
545,Canon Announces New EOS 7D DSLR!!,cupcake of bahrain,09-02-2009 07:37 AM by cupcake of bahrain,2.0,523.0,photography and art,2009-09-02 07:37:00, cupcake of bahrain
546,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
547,Wheels of Italy,tractorcrusher,09-01-2009 11:13 AM by tractorcrusher,21.0,1137.0,photography and art,2009-09-01 11:13:00, tractorcrusher
548,"Cars & Coffee 8/29/09 Feat 1955 Ferrari 250 Europa, Rothmans Porsche Rally Car, Tecno",ThePerfectExposure,08-31-2009 09:58 PM by ThePerfectExposure,0.0,1687.0,photography and art,2009-08-31 21:58:00, ThePerfectExposure
549,"Paging all Teamspeed Photogs, need your help please!",Fuel&Fire,08-31-2009 08:59 PM by Fuel&Fire,34.0,1400.0,photography and art,2009-08-31 20:59:00, Fuel&Fire
550,Olympus SP-590 UZ,BigE,08-31-2009 07:53 PM by BigE,2.0,272.0,photography and art,2009-08-31 19:53:00, BigE
551,First few shots with the D90,stuka,08-29-2009 07:18 PM by stuka,19.0,796.0,photography and art,2009-08-29 19:18:00, stuka
552,Retard noob needs help,stuka,08-28-2009 01:27 AM by stuka,4.0,363.0,photography and art,2009-08-28 01:27:00, stuka
553,Lighting help,LinkPhotography,08-28-2009 01:13 AM by LinkPhotography,5.0,359.0,photography and art,2009-08-28 01:13:00, LinkPhotography
554,New/Old Photos,RVT3,08-26-2009 05:53 PM by RVT3,8.0,467.0,photography and art,2009-08-26 17:53:00, RVT3
555,Wohoo it is finalllly out,RVT3,08-26-2009 01:37 PM by RVT3,14.0,953.0,photography and art,2009-08-26 13:37:00, RVT3
556,Photoshoot: Washington State Capitol,AudiRS,08-26-2009 02:54 AM by AudiRS,4.0,345.0,photography and art,2009-08-26 02:54:00, AudiRS
557,Monterey Aquarium 2009,orlando333,08-26-2009 12:30 AM by orlando333,6.0,480.0,photography and art,2009-08-26 00:30:00, orlando333
558,"My Vancouver, Ferrari F430 Photo shoot!",430berlinetta,08-25-2009 10:47 PM by 430berlinetta,18.0,2146.0,photography and art,2009-08-25 22:47:00, 430berlinetta
559,ty328 @ Concorso Itaiano 2009,orlando333,08-23-2009 12:38 AM by orlando333,16.0,685.0,photography and art,2009-08-23 00:38:00, orlando333
560,Some Cayman S Shots,Zombi [BG],08-22-2009 06:40 PM by Zombi [BG],2.0,397.0,photography and art,2009-08-22 18:40:00, Zombi [BG]
561,My automotive art,Blu,08-22-2009 01:11 AM by Blu,0.0,379.0,photography and art,2009-08-22 01:11:00, Blu
562,"LOL, out of stock already!?",Alzilla,08-21-2009 10:14 AM by Alzilla,3.0,340.0,photography and art,2009-08-21 10:14:00, Alzilla
563,Camcorder advice needed,Green,08-20-2009 12:38 PM by Green,1.0,299.0,photography and art,2009-08-20 12:38:00, Green
564,PICS-Concorso and La Dolce Vita,Alzilla,08-19-2009 10:34 PM by Alzilla,1.0,367.0,photography and art,2009-08-19 22:34:00, Alzilla
565,"Battle of the HD point and shoots...Canon, Panasonic?",eshaun,08-13-2009 12:15 AM by eshaun,2.0,325.0,photography and art,2009-08-13 00:15:00, eshaun
566,Few quick shots from today.,Tyler,08-12-2009 11:40 PM by Tyler,2.0,310.0,photography and art,2009-08-12 23:40:00, Tyler
567,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
568,"Leica Debuts New $23,000 S2 Digital SLR Camera",Alzilla,08-12-2009 12:21 AM by Alzilla,11.0,874.0,photography and art,2009-08-12 00:21:00, Alzilla
569,"Cars and Coffee 8/08/ Feat Cargraphic Porsche GT3RS, Carerra GT, Audi R8 PPI Razor",skizot,08-09-2009 09:55 PM by skizot,1.0,674.0,photography and art,2009-08-09 21:55:00, skizot
570,"Liz, my Vancouver car model! :)",Chris G,08-09-2009 02:37 AM by Chris G,0.0,766.0,photography and art,2009-08-09 02:37:00, Chris G
571,Some Cookies =),ShootMyRide,08-06-2009 12:18 PM by ShootMyRide,36.0,1902.0,photography and art,2009-08-06 12:18:00, ShootMyRide
572,Automotive Wallpaper in HD: Ferrari/Lamborghini/Porsche/McLaren + many more!,Alex,08-06-2009 06:01 AM by Alex,22.0,1909.0,photography and art,2009-08-06 06:01:00, Alex
573,photographic art,buzztt,08-05-2009 10:27 PM by buzztt,2.0,359.0,photography and art,2009-08-05 22:27:00, buzztt
574,FINALLY.....Yesssss!,GrayTT,08-05-2009 04:14 AM by GrayTT,6.0,476.0,photography and art,2009-08-05 04:14:00, GrayTT
575,[PICS]: Scenic SUNSET,RonnieRenaldi,08-04-2009 11:27 PM by RonnieRenaldi,2.0,434.0,photography and art,2009-08-04 23:27:00, RonnieRenaldi
576,Pics from Official Subaru Event: WRX Games @ Pomona Fairplex August 1st,Alzilla,08-04-2009 09:55 AM by Alzilla,3.0,505.0,photography and art,2009-08-04 09:55:00, Alzilla
577,"Quick check in before pulling the trigger, please help",stuka,07-27-2009 08:53 PM by stuka,5.0,428.0,photography and art,2009-07-27 20:53:00, stuka
578,Mobile Addictions 2009 Car + Babe Calendar ;),DJ,07-27-2009 03:59 PM by DJ,3.0,1170.0,photography and art,2009-07-27 15:59:00, DJ
579,First Post,strebo,07-25-2009 01:09 PM by strebo,2.0,343.0,photography and art,2009-07-25 13:09:00, strebo
580,Chris photographs a concert: Orlando - Rise Against / Rancid / Billy Talent,Alzilla,07-23-2009 11:17 PM by Alzilla,10.0,849.0,photography and art,2009-07-23 23:17:00, Alzilla
581,A Great Looking Book.,vtgts300kw,07-23-2009 10:32 PM by vtgts300kw,0.0,329.0,photography and art,2009-07-23 22:32:00, vtgts300kw
582,2009 Car Craft Nationals (PICS),Alzilla,07-22-2009 07:18 PM by Alzilla,4.0,3447.0,photography and art,2009-07-22 19:18:00, Alzilla
583,TT Matte,tractorcrusher,07-21-2009 12:27 PM by tractorcrusher,2.0,386.0,photography and art,2009-07-21 12:27:00, tractorcrusher
584,photo competition by RedBull,JD121,07-16-2009 10:25 PM by JD121,3.0,373.0,photography and art,2009-07-16 22:25:00, JD121
585,"Chevy Corvette @ White Sands, NM",RVT3,07-15-2009 02:53 AM by RVT3,15.0,962.0,photography and art,2009-07-15 02:53:00, RVT3
586,Replace 40D with T1i? Am I crazy?,Zorro,07-02-2009 11:09 PM by Zorro,2.0,364.0,photography and art,2009-07-02 23:09:00, Zorro
587,Got Some Photos of the e92M Last Weekend,Winchm60,07-02-2009 07:37 AM by Winchm60,15.0,743.0,photography and art,2009-07-02 07:37:00, Winchm60
588,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
589,Walk through the park,MeanMachine,06-29-2009 04:43 AM by MeanMachine,5.0,431.0,photography and art,2009-06-29 04:43:00, MeanMachine
590,"WTF, Nikon 1.8G lense out of stock EVERYWHERE!?",MiniD,06-26-2009 03:33 PM by MiniD,5.0,447.0,photography and art,2009-06-26 15:33:00, MiniD
591,link to some of my photos,fayo16,06-25-2009 01:46 AM by fayo16,4.0,358.0,photography and art,2009-06-25 01:46:00, fayo16
592,PPI R8 Razor GTR and LP670 drawings,Tyler,06-15-2009 10:12 AM by Tyler,9.0,525.0,photography and art,2009-06-15 10:12:00, Tyler
593,Awesome TVR Tuscan Shots,Alzilla,06-14-2009 11:39 PM by Alzilla,2.0,504.0,photography and art,2009-06-14 23:39:00, Alzilla
594,Photoshoot Giveaway! New Mexico!,StrikerX50,06-14-2009 11:09 PM by StrikerX50,3.0,390.0,photography and art,2009-06-14 23:09:00, StrikerX50
595,Traffic Monsters...,Zorro,06-12-2009 07:09 PM by Zorro,6.0,411.0,photography and art,2009-06-12 19:09:00, Zorro
596,Portraits: Jazz in New Orleans,RVT3,06-12-2009 05:50 AM by RVT3,0.0,317.0,photography and art,2009-06-12 05:50:00, RVT3
597,Portraits: Jazz in New Orleans,RVT3,06-12-2009 05:12 AM by RVT3,0.0,325.0,photography and art,2009-06-12 05:12:00, RVT3
598,Train through Africa,workhard,06-11-2009 03:15 PM by workhard,2.0,864.0,photography and art,2009-06-11 15:15:00, workhard
599,Photos from Fishermen's Wharf,Alzilla,06-10-2009 12:32 AM by Alzilla,10.0,844.0,photography and art,2009-06-10 00:32:00, Alzilla
600,MN Cars & Cafe 6-6-09 pics,Alzilla,06-08-2009 07:07 PM by Alzilla,12.0,734.0,photography and art,2009-06-08 19:07:00, Alzilla
601,Inspired by Atomic80's picture thread PART II,Alzilla,06-01-2009 06:24 PM by Alzilla,13.0,805.0,photography and art,2009-06-01 18:24:00, Alzilla
602,Shot some pics around Princeton today...,RVT3,06-01-2009 03:52 PM by RVT3,1.0,407.0,photography and art,2009-06-01 15:52:00, RVT3
603,Some really cool rolling shots of an m3 sedan I stumbled upon,ECB,06-01-2009 01:35 PM by ECB,10.0,2735.0,photography and art,2009-06-01 13:35:00, ECB
604,Inspired by Atomic80's picture thread PART I,4Wheels,06-01-2009 12:22 PM by 4Wheels,3.0,395.0,photography and art,2009-06-01 12:22:00, 4Wheels
605,STS 125 photos,Gobbles,05-26-2009 02:13 PM by Gobbles,4.0,421.0,photography and art,2009-05-26 14:13:00, Gobbles
606,"My Portfolio...Ferrari, Lamborghini, McLaren, Porsche, etc.",Mayoof,05-25-2009 08:49 PM by Mayoof,19.0,834.0,photography and art,2009-05-25 20:49:00, Mayoof
607,New Lens or New Body?,Zorro,05-22-2009 10:09 AM by Zorro,10.0,772.0,photography and art,2009-05-22 10:09:00, Zorro
608,Late Afternoon Photo Session,Barrister,05-18-2009 02:29 PM by Barrister,5.0,463.0,photography and art,2009-05-18 14:29:00, Barrister
609,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
610,"Small Night Shoot... Mustang GT, G37S & G35",MarkM,05-17-2009 08:35 PM by MarkM,0.0,355.0,photography and art,2009-05-17 20:35:00, MarkM
611,Wide angles are awesome,SpecC,05-17-2009 02:20 AM by SpecC,7.0,465.0,photography and art,2009-05-17 02:20:00, SpecC
612,Canon 1Ds MKIII vs 5d MkII?,vtgts300kw,05-16-2009 03:50 AM by vtgts300kw,5.0,508.0,photography and art,2009-05-16 03:50:00, vtgts300kw
613,A little introduction....,eshaun,05-15-2009 09:02 PM by eshaun,17.0,1503.0,photography and art,2009-05-15 21:02:00, eshaun
614,"new here, some of my STUFF !",cupcake of bahrain,05-15-2009 01:33 PM by cupcake of bahrain,22.0,1275.0,photography and art,2009-05-15 13:33:00, cupcake of bahrain
615,Need recommendations for a camera.....,Bluestrike2,05-14-2009 02:07 PM by Bluestrike2,8.0,570.0,photography and art,2009-05-14 14:07:00, Bluestrike2
616,Ferrari challenge 2009 at Homestead,rezmoto,05-11-2009 11:43 PM by rezmoto,8.0,434.0,photography and art,2009-05-11 23:43:00, rezmoto
617,Anyone shoot with a Nikon D700?,Alzilla,05-11-2009 06:27 PM by Alzilla,13.0,832.0,photography and art,2009-05-11 18:27:00, Alzilla
618,Photoshop and Premier Questions,skitelluride531,05-10-2009 11:20 PM by skitelluride531,3.0,325.0,photography and art,2009-05-10 23:20:00, skitelluride531
619,Picked up a few extra toys today for the collection :),SLC4S,05-08-2009 09:33 PM by SLC4S,10.0,680.0,photography and art,2009-05-08 21:33:00, SLC4S
620,M3 RED 4 Door,Guest,05-07-2009 09:42 PM by Guest,2.0,408.0,photography and art,2009-05-07 21:42:00, Guest
621,"Pics from Cars & Cafe in MN (May 2nd, 2009)",EVS Motors Inc.,05-06-2009 09:56 AM by EVS Motors Inc.,14.0,1198.0,photography and art,2009-05-06 09:56:00, EVS Motors Inc.
622,1961 Ferrari  250GT California,gociggie31,05-05-2009 10:57 PM by gociggie31,14.0,3096.0,photography and art,2009-05-05 22:57:00, gociggie31
623,"Vintage Car Engineering as ""Art?""  Definitely!!!",BigE,05-05-2009 08:09 PM by BigE,4.0,560.0,photography and art,2009-05-05 20:09:00, BigE
624,This is guy's equivalent of Christian Louboutin pumps.,dphouse,04-29-2009 01:42 PM by dphouse,1.0,401.0,photography and art,2009-04-29 13:42:00, dphouse
625,My Stuff,Igor,04-28-2009 04:16 PM by Igor,6.0,514.0,photography and art,2009-04-28 16:16:00, Igor
626,Ordered the Nikkor 35mm 1.8 prime lens today.,dphouse,04-28-2009 01:54 AM by dphouse,6.0,352.0,photography and art,2009-04-28 01:54:00, dphouse
627,Messing with Topaz and P-Shop,orlando333,04-28-2009 01:00 AM by orlando333,0.0,411.0,photography and art,2009-04-28 01:00:00, orlando333
628,Elle Show - GushueSwim Fashion Show,Gobbles,04-26-2009 10:22 PM by Gobbles,4.0,605.0,photography and art,2009-04-26 22:22:00, Gobbles
629,How is this done?,Igor,04-21-2009 11:01 PM by Igor,3.0,627.0,photography and art,2009-04-21 23:01:00, Igor
630,Photography 101,Pure Evo,05-08-2012 05:46 PM by Pure Evo,204.0,31548.0,photography and art,2012-05-08 17:46:00, Pure Evo
631,Florida Beach Report,Tsar,04-20-2009 01:05 PM by Tsar,33.0,3593.0,photography and art,2009-04-20 13:05:00, Tsar
632,My trip to Daytona SpringBreak nats or you are giving me a ticket for what?,Tonybommb,04-19-2009 07:32 PM by Tonybommb,12.0,850.0,photography and art,2009-04-19 19:32:00, Tonybommb
633,Some pics from this weekend,EVS Motors Inc.,04-19-2009 02:57 PM by EVS Motors Inc.,19.0,898.0,photography and art,2009-04-19 14:57:00, EVS Motors Inc.
634,Pics from Astan & Iraq NWS,Chris from Cali,04-19-2009 10:01 AM by Chris from Cali,8.0,633.0,photography and art,2009-04-19 10:01:00, Chris from Cali
